InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
578541,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,11/24/2011 15:01,1.25,14277.0,France
571446,22699,ROSES REGENCY TEACUP AND SAUCER ,48,10/17/2011 13:46,2.55,14911.0,EIRE
574733,23582,VINTAGE DOILY JUMBO BAG RED ,20,11/6/2011 15:17,2.08,17082.0,United Kingdom
571272,23079,TOADSTOOL BEDSIDE LIGHT ,3,10/16/2011 12:19,8.95,13878.0,United Kingdom
556517,23203,JUMBO BAG DOILEY PATTERNS,50,6/13/2011 10:52,2.08,12481.0,Germany
564161,84946,ANTIQUE SILVER T-LIGHT GLASS,12,8/23/2011 13:13,1.25,14523.0,United Kingdom
578781,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,11/25/2011 11:54,1.25,15872.0,United Kingdom
553658,22295,HEART FILIGREE DOVE LARGE,12,5/18/2011 11:42,1.65,16818.0,United Kingdom
559337,22807,SET OF 6 T-LIGHTS TOADSTOOLS,3,7/7/2011 16:27,2.46,,United Kingdom
544681,22559,SEASIDE FLYING DISC,1,2/22/2011 16:28,2.46,,United Kingdom
563354,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,8/15/2011 14:35,1.49,15271.0,United Kingdom
579666,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,11/30/2011 12:31,0.83,14893.0,United Kingdom
536544,21658,GLASS  BEURRE DISH,1,12/1/2010 14:32,8.47,,United Kingdom
562369,22457,NATURAL SLATE HEART CHALKBOARD ,12,8/4/2011 14:12,2.95,17584.0,United Kingdom
575911,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,11/11/2011 16:13,0.29,17314.0,United Kingdom
551996,21485,RETROSPOT HEART HOT WATER BOTTLE,3,5/5/2011 15:44,4.95,16628.0,United Kingdom
544928,22995,TRAVEL CARD WALLET SUKI,2,2/24/2011 18:07,0.83,,United Kingdom
573531,85019A,ROMANTIC IMAGES NOTEBOOK SET,48,10/31/2011 12:43,1.25,12909.0,United Kingdom
567639,22302,COFFEE MUG PEARS  DESIGN,24,9/21/2011 14:07,2.55,15290.0,United Kingdom
544191,21165,BEWARE OF THE CAT METAL SIGN ,12,2/16/2011 16:57,1.69,13089.0,United Kingdom
566726,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,9/14/2011 13:12,6.95,15021.0,United Kingdom
574536,22644,CERAMIC CHERRY CAKE MONEY BANK,2,11/4/2011 14:35,1.45,15707.0,United Kingdom
555324,22501,PICNIC BASKET WICKER LARGE,1,6/2/2011 11:02,20.79,,United Kingdom
545661,22621,TRADITIONAL KNITTING NANCY,12,3/4/2011 14:41,1.45,15358.0,United Kingdom
C539667,22784,LANTERN CREAM GAZEBO ,-1,12/21/2010 10:47,4.95,13148.0,United Kingdom
565865,22728,ALARM CLOCK BAKELIKE PINK,12,9/7/2011 15:07,3.75,12637.0,France
561901,23166,MEDIUM CERAMIC TOP STORAGE JAR,288,7/31/2011 15:42,1.25,14156.0,EIRE
550016,21389,IVORY HANGING DECORATION  BIRD,12,4/14/2011 10:54,0.85,15416.0,United Kingdom
566290,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,1,9/11/2011 15:24,8.95,14456.0,United Kingdom
574950,22335,HEART DECORATION PAINTED ZINC ,1,11/8/2011 9:29,1.25,,United Kingdom
566057,21159,MOODY BOY  DOOR HANGER ,10,9/8/2011 15:16,0.39,17997.0,United Kingdom
540026,22031,BOTANICAL LAVENDER BIRTHDAY CARD,5,1/4/2011 13:25,0.43,,United Kingdom
566315,22303,COFFEE MUG APPLES DESIGN,6,9/12/2011 10:01,2.55,15392.0,United Kingdom
C558444,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,6/29/2011 13:29,1.79,15311.0,United Kingdom
581423,22853,CAT BOWL VINTAGE CREAM,12,12/8/2011 15:24,3.25,16688.0,United Kingdom
537823,22559,SEASIDE FLYING DISC,1,12/8/2010 14:25,2.51,,United Kingdom
564356,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,8/24/2011 15:47,4.25,13969.0,United Kingdom
580635,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,12/5/2011 12:30,1.25,14649.0,United Kingdom
556578,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,6/13/2011 14:13,1.65,12472.0,Germany
569363,23283,DOORMAT VINTAGE LEAF,10,10/3/2011 15:08,7.08,13297.0,United Kingdom
567656,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,9/21/2011 14:40,1.25,14096.0,United Kingdom
573083,22491,PACK OF 12 COLOURED PENCILS,6,10/27/2011 14:22,0.85,13735.0,United Kingdom
576941,23213,STAR WREATH DECORATION WITH BELL,12,11/17/2011 11:34,1.25,12562.0,France
558906,84660A,WHITE STITCHED WALL CLOCK,2,7/4/2011 16:35,0.79,15555.0,United Kingdom
557264,35923,CANDY HEART HANGING DECORATION,12,6/19/2011 11:09,0.39,13618.0,United Kingdom
539451,22425,ENAMEL COLANDER CREAM,1,12/17/2010 16:59,10.17,,United Kingdom
568135,23601,SET 10 CARDS SNOWY SNOWDROPS  17100,1,9/23/2011 17:04,2.49,,United Kingdom
538993,21820,GLITTER HEART GARLAND WITH BELLS ,6,12/15/2010 12:01,3.75,15512.0,United Kingdom
565198,22726,ALARM CLOCK BAKELIKE GREEN,8,9/1/2011 16:18,3.75,16729.0,United Kingdom
547102,48187,DOORMAT NEW ENGLAND,2,3/21/2011 10:41,7.95,14245.0,United Kingdom
547866,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,3/27/2011 13:21,0.42,14878.0,United Kingdom
568204,23370,SET 36 COLOURING PENCILS DOILY,16,9/25/2011 15:25,1.25,13670.0,United Kingdom
563842,22798,ANTIQUE GLASS DRESSING TABLE POT,8,8/19/2011 13:54,2.95,13871.0,United Kingdom
569414,21484,CHICK GREY HOT WATER BOTTLE,7,10/4/2011 10:11,9.13,,United Kingdom
554823,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,5/26/2011 14:20,3.29,16624.0,United Kingdom
577078,23369,SET 36 COLOUR PENCILS LOVE LONDON,3,11/17/2011 15:17,2.46,,United Kingdom
571908,84946,ANTIQUE SILVER T-LIGHT GLASS,72,10/19/2011 14:56,1.06,15803.0,United Kingdom
569897,22763,KEY CABINET MA CAMPAGNE,1,10/6/2011 16:01,9.95,17813.0,United Kingdom
546133,23127,DOLLCRAFT GIRL NICOLE,4,3/9/2011 15:20,4.95,14291.0,United Kingdom
574442,23458,DOLLY CABINET 3 DRAWERS ,2,11/4/2011 11:40,14.95,12704.0,Finland
550458,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,4/18/2011 13:13,3.29,,United Kingdom
545300,22567,20 DOLLY PEGS RETROSPOT,12,3/1/2011 12:24,1.25,15092.0,United Kingdom
569544,21991,BOHEMIAN COLLAGE STATIONERY SET,1,10/4/2011 16:33,2.46,,United Kingdom
555815,22029,SPACEBOY BIRTHDAY CARD,12,6/7/2011 11:47,0.42,13089.0,United Kingdom
575176,22732,3D VINTAGE CHRISTMAS STICKERS ,1,11/8/2011 18:29,2.46,,United Kingdom
536592,21851,LILAC DIAMANTE PEN IN GIFT BOX,3,12/1/2010 17:06,4.21,,United Kingdom
572294,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,10/23/2011 13:10,0.39,13471.0,United Kingdom
577495,22563,HAPPY STENCIL CRAFT,1,11/20/2011 12:20,1.25,14704.0,United Kingdom
539211,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,12/16/2010 12:15,1.25,16743.0,United Kingdom
568659,23236,STORAGE TIN VINTAGE DOILY ,6,9/28/2011 12:28,2.89,13516.0,United Kingdom
537781,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,12/8/2010 12:46,0.29,17341.0,United Kingdom
562046,22334,DINOSAUR PARTY BAG + STICKER SET,8,8/2/2011 10:34,1.65,12378.0,Switzerland
579103,20936,FORKED CACTUS CANDLE,1,11/28/2011 11:39,2.95,18041.0,United Kingdom
554557,22423,REGENCY CAKESTAND 3 TIER,1,5/25/2011 10:12,12.75,15804.0,United Kingdom
550196,21071,VINTAGE BILLBOARD DRINK ME MUG,2,4/15/2011 10:09,1.25,14796.0,United Kingdom
546625,20770,ABSTRACT CIRCLE JOURNAL ,1,3/15/2011 11:45,2.55,17542.0,United Kingdom
579885,21733,RED HANGING HEART T-LIGHT HOLDER,1,11/30/2011 17:37,2.95,15444.0,United Kingdom
546103,22423,REGENCY CAKESTAND 3 TIER,16,3/9/2011 12:14,10.95,13093.0,United Kingdom
555406,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,6/2/2011 19:50,3.25,17231.0,United Kingdom
C566782,85163B,BLACK BAROQUE WALL CLOCK ,-1,9/15/2011 10:12,12.75,16048.0,United Kingdom
565475,23205,CHARLOTTE BAG VINTAGE ALPHABET ,100,9/5/2011 10:47,0.72,14156.0,EIRE
575959,23323,WHITE WICKER STAR ,4,11/13/2011 12:27,2.1,14547.0,United Kingdom
571243,22492,MINI PAINT SET VINTAGE ,36,10/14/2011 15:26,0.65,14595.0,United Kingdom
544932,22410,MONEY BOX HOUSEKEEPING DESIGN,12,2/25/2011 8:14,1.25,16133.0,United Kingdom
552853,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,3,5/11/2011 15:13,1.65,16712.0,United Kingdom
565932,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,9/8/2011 10:35,1.25,16418.0,United Kingdom
564173,23298,SPOTTY BUNTING,6,8/23/2011 14:23,4.95,12567.0,France
565233,22074,6 RIBBONS SHIMMERING PINKS ,1,9/2/2011 9:34,1.25,,United Kingdom
580054,22617,BAKING SET SPACEBOY DESIGN,2,12/1/2011 13:08,4.95,18122.0,United Kingdom
577485,22556,PLASTERS IN TIN CIRCUS PARADE ,2,11/20/2011 11:56,1.65,16360.0,United Kingdom
571257,21484,CHICK GREY HOT WATER BOTTLE,1,10/14/2011 17:17,8.29,,United Kingdom
546117,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,3/9/2011 13:56,6.75,16771.0,United Kingdom
572933,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,10/27/2011 10:15,2.95,13458.0,United Kingdom
573888,21982,PACK OF 12 SUKI TISSUES ,24,11/1/2011 13:43,0.39,17696.0,United Kingdom
547248,22889,NUMBER TILE VINTAGE FONT No ,1,3/22/2011 9:23,4.13,,United Kingdom
540848,22422,TOOTHPASTE TUBE PEN,2,1/12/2011 9:26,1.28,,United Kingdom
569897,23298,SPOTTY BUNTING,1,10/6/2011 16:01,4.95,17813.0,United Kingdom
558481,22191,IVORY DINER WALL CLOCK,2,6/30/2011 9:02,8.5,17675.0,United Kingdom
556575,22863,SOAP DISH BROCANTE,4,6/13/2011 13:44,2.95,17027.0,United Kingdom
554099,20725,LUNCH BAG RED RETROSPOT,10,5/22/2011 13:20,1.65,16341.0,United Kingdom
573093,23343,JUMBO BAG VINTAGE CHRISTMAS ,5,10/27/2011 14:38,2.08,18283.0,United Kingdom
571328,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,10/17/2011 11:27,1.65,12473.0,Germany
549525,21240,BLUE POLKADOT CUP,4,4/8/2011 15:44,1.67,,United Kingdom
541206,22367,CHILDRENS APRON SPACEBOY DESIGN,100,1/14/2011 12:24,1.65,14646.0,Netherlands
576933,23380,PACK OF 12 VINTAGE DOILY TISSUES,2,11/17/2011 11:29,0.39,15529.0,United Kingdom
564818,23295,SET OF 12 MINI LOAF BAKING CASES,2,8/30/2011 12:10,2.46,,United Kingdom
538205,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,12/10/2010 11:24,0.85,12748.0,United Kingdom
548167,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,3/29/2011 13:45,2.46,,United Kingdom
537372,85099B,JUMBO BAG RED RETROSPOT,1,12/6/2010 12:52,1.95,16919.0,United Kingdom
575176,16238,PARTY TIME PENCIL ERASERS,2,11/8/2011 18:29,0.42,,United Kingdom
555923,15058B,PINK POLKADOT GARDEN PARASOL,1,6/7/2011 17:09,10.79,,United Kingdom
555558,22383,LUNCH BAG SUKI DESIGN ,2,6/5/2011 14:06,1.65,14159.0,United Kingdom
563580,22082,RIBBON REEL STRIPES DESIGN ,1,8/17/2011 15:53,1.65,16706.0,United Kingdom
569868,23535,WALL ART BICYCLE SAFETY,4,10/6/2011 14:59,5.95,13018.0,United Kingdom
573330,21115,ROSE CARAVAN DOORSTOP,2,10/30/2011 11:22,6.75,16923.0,United Kingdom
546108,22995,TRAVEL CARD WALLET SUKI,5,3/9/2011 12:35,0.42,15529.0,United Kingdom
538558,22378,WALL TIDY RETROSPOT ,20,12/13/2010 10:58,0.85,13069.0,United Kingdom
547513,23177,TREASURE ISLAND BOOK BOX,8,3/23/2011 13:59,2.25,17519.0,United Kingdom
574863,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,11/7/2011 12:29,0.42,15719.0,United Kingdom
537418,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,12/6/2010 15:13,0.42,17884.0,United Kingdom
567849,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3,9/22/2011 13:15,0.83,15571.0,United Kingdom
577554,22966,GINGERBREAD MAN COOKIE CUTTER,3,11/20/2011 15:35,1.25,15533.0,United Kingdom
570713,23170,REGENCY TEA PLATE ROSES ,12,10/12/2011 10:18,1.65,17064.0,United Kingdom
536537,21694,SMALL REGAL  SILVER CANDLEPOT ,12,12/1/2010 13:51,2.95,15922.0,United Kingdom
539436,70007,HI TEC ALPINE HAND WARMER,1,12/17/2010 14:49,3.36,,United Kingdom
C576561,23089,GLASS BON BON JAR,-1,11/15/2011 13:22,1.65,15311.0,United Kingdom
570675,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,10/11/2011 15:03,0.55,13690.0,United Kingdom
537638,21846,PINK DIAMANTE PEN IN GIFT BOX,7,12/7/2010 15:28,4.21,,United Kingdom
579129,22798,ANTIQUE GLASS DRESSING TABLE POT,2,11/28/2011 12:31,2.95,17852.0,United Kingdom
575017,23323,WHITE WICKER STAR ,3,11/8/2011 11:25,2.1,17219.0,United Kingdom
542255,15056N,EDWARDIAN PARASOL NATURAL,1,1/26/2011 16:43,12.46,,United Kingdom
536544,22178,VICTORIAN GLASS HANGING T-LIGHT,13,12/1/2010 14:32,2.51,,United Kingdom
580808,23294,SET OF 6 SNACK LOAF BAKING CASES,8,12/6/2011 11:24,0.83,16133.0,United Kingdom
547083,22854,CREAM SWEETHEART EGG HOLDER,1,3/20/2011 15:21,4.95,15452.0,United Kingdom
559055,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,9,7/5/2011 17:09,1.63,,United Kingdom
552563,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,5/10/2011 11:54,0.65,17597.0,United Kingdom
571213,23388,WOODLAND MINI BACKPACK,4,10/14/2011 12:55,4.15,13995.0,United Kingdom
579459,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,24,11/29/2011 14:38,2.55,17173.0,United Kingdom
561885,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,7/31/2011 13:13,2.55,15532.0,United Kingdom
570717,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,10/12/2011 10:35,3.75,17173.0,United Kingdom
552472,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,5/9/2011 15:48,3.75,16503.0,United Kingdom
562968,22629,SPACEBOY LUNCH BOX ,12,8/11/2011 10:55,1.95,14291.0,United Kingdom
545323,22138,BAKING SET 9 PIECE RETROSPOT ,3,3/1/2011 14:57,4.95,12352.0,Norway
558196,23193,BUFFALO BILL TREASURE BOOK BOX,1,6/27/2011 12:38,2.25,16033.0,United Kingdom
540821,20998,ROSE DU SUD OVEN GLOVE,1,1/11/2011 13:16,3.36,,United Kingdom
548522,22366,DOORMAT AIRMAIL ,1,3/31/2011 16:43,15.79,,United Kingdom
581217,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,12/8/2011 9:20,1.25,,United Kingdom
564353,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,8/24/2011 15:08,1.65,15764.0,United Kingdom
542227,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,1/26/2011 13:33,1.45,14243.0,United Kingdom
538514,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10,12/12/2010 14:27,2.95,15044.0,United Kingdom
537211,22470,HEART OF WICKER LARGE,40,12/5/2010 15:18,2.55,16143.0,United Kingdom
560929,21137,BLACK RECORD COVER FRAME,12,7/22/2011 10:06,3.75,16866.0,United Kingdom
555853,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,6/7/2011 13:44,4.25,14375.0,United Kingdom
560296,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,7/18/2011 10:21,15.79,,United Kingdom
565967,22467,GUMBALL COAT RACK,36,9/8/2011 11:27,2.1,14646.0,Netherlands
580727,22990,COTTON APRON PANTRY DESIGN,1,12/5/2011 17:17,10.79,14096.0,United Kingdom
553347,85066,CREAM SWEETHEART MINI CHEST,2,5/16/2011 12:59,12.75,14755.0,United Kingdom
568567,82567,"AIRLINE LOUNGE,METAL SIGN",1,9/27/2011 18:41,1.63,,United Kingdom
570791,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,10/12/2011 11:58,1.25,17346.0,United Kingdom
539745,20711,JUMBO BAG TOYS ,1,12/21/2010 15:21,4.21,,United Kingdom
549789,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,4/12/2011 12:00,1.25,17160.0,United Kingdom
545901,22312,OFFICE MUG WARMER POLKADOT,2,3/7/2011 17:52,2.95,15834.0,United Kingdom
541219,22345,PARTY PIZZA DISH BLUE POLKADOT,2,1/14/2011 14:06,0.42,,United Kingdom
551537,23007, SPACEBOY BABY GIFT SET,1,5/3/2011 8:37,16.95,,United Kingdom
559129,84663A,GRASS HOPPER WOODEN WALL CLOCK ,10,7/6/2011 12:50,0.79,17705.0,United Kingdom
C538085,21314,SMALL GLASS HEART TRINKET POT,-1,12/9/2010 14:43,2.1,16350.0,United Kingdom
564221,21411,GINGHAM HEART  DOORSTOP RED,1,8/24/2011 9:36,8.29,,United Kingdom
550522,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,4/19/2011 10:04,1.25,12947.0,United Kingdom
571696,23165,LARGE CERAMIC TOP STORAGE JAR,12,10/18/2011 14:47,1.65,15604.0,United Kingdom
561648,22469,HEART OF WICKER SMALL,3,7/28/2011 15:21,1.65,15746.0,United Kingdom
566564,22631,CIRCUS PARADE LUNCH BOX ,1,9/13/2011 12:26,1.95,15522.0,United Kingdom
565225,21288,STRIPEY CHOCOLATE NESTING BOXES,24,9/1/2011 19:34,2.55,16808.0,United Kingdom
560772,21719,LOVELY BONBON STICKER SHEET,1,7/20/2011 16:12,0.79,,United Kingdom
561691,23549,WRAP BIRD GARDEN ,5,7/29/2011 9:17,0.42,,United Kingdom
565927,22729,ALARM CLOCK BAKELIKE ORANGE,4,9/8/2011 10:08,3.75,,EIRE
541878,48185,DOORMAT FAIRY CAKE,1,1/24/2011 10:28,16.63,,United Kingdom
565916,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,9/7/2011 16:00,0.83,14156.0,EIRE
547361,22059,CERAMIC STRAWBERRY DESIGN MUG,12,3/22/2011 12:31,1.49,15298.0,United Kingdom
543001,85130C,BEADED CRYSTAL HEART BLUE  LARGE,12,2/2/2011 12:26,1.65,14127.0,United Kingdom
549099,22115,METAL SIGN EMPIRE TEA,1,4/6/2011 11:07,2.95,16241.0,United Kingdom
552310,22440,BALLOON WATER BOMB PACK OF 35,10,5/8/2011 15:22,0.42,17323.0,United Kingdom
552651,21864,UNION JACK FLAG PASSPORT COVER ,2,5/10/2011 14:09,2.1,16431.0,United Kingdom
557849,23133,LARGE IVORY HEART WALL ORGANISER,2,6/23/2011 10:52,8.25,17613.0,United Kingdom
572552,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,10/24/2011 17:07,2.46,14096.0,United Kingdom
569739,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,10/6/2011 10:48,0.29,14911.0,EIRE
555722,22335,HEART DECORATION PAINTED ZINC ,2,6/6/2011 16:06,1.25,,United Kingdom
545568,22457,NATURAL SLATE HEART CHALKBOARD ,1,3/3/2011 16:22,5.79,,United Kingdom
551414,22680,FRENCH BLUE METAL DOOR SIGN 5,10,4/28/2011 13:35,1.25,15622.0,United Kingdom
543536,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,2/9/2011 13:41,0.42,,United Kingdom
580384,23355,HOT WATER BOTTLE KEEP CALM,2,12/4/2011 10:10,4.95,17243.0,United Kingdom
561820,22712,CARD DOLLY GIRL ,1,7/29/2011 16:00,0.83,,United Kingdom
550183,21498,RED RETROSPOT WRAP ,25,4/14/2011 17:58,0.42,14105.0,United Kingdom
575739,21833,CAMOUFLAGE LED TORCH,1,11/11/2011 9:05,3.29,,United Kingdom
581217,22134,MINI LADLE LOVE HEART RED ,1,12/8/2011 9:20,0.83,,United Kingdom
537839,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,12/8/2010 15:02,1.45,,United Kingdom
564648,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,8/26/2011 14:04,1.25,15641.0,United Kingdom
539326,15060B,FAIRY CAKE DESIGN UMBRELLA,4,12/17/2010 9:22,3.75,14560.0,United Kingdom
573585,22575,METAL MERRY CHRISTMAS WREATH,1,10/31/2011 14:41,4.13,,United Kingdom
580730,23321,SMALL WHITE HEART OF WICKER,1,12/5/2011 17:28,3.29,,United Kingdom
561363,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,7/26/2011 15:42,1.65,17238.0,United Kingdom
539434,21165,BEWARE OF THE CAT METAL SIGN ,3,12/17/2010 14:41,4.21,,United Kingdom
561884,23147,SINGLE ANTIQUE ROSE HOOK IVORY,1,7/31/2011 13:07,1.45,15453.0,United Kingdom
544586,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2/21/2011 15:04,4.95,17338.0,United Kingdom
547644,22055,MINI CAKE STAND  HANGING STRAWBERY,16,3/24/2011 11:38,1.65,14267.0,United Kingdom
556108,21917,SET 12 KIDS  WHITE CHALK STICKS,1,6/8/2011 17:59,0.83,,United Kingdom
567342,POST,POSTAGE,1,9/19/2011 15:04,10.0,16235.0,United Kingdom
559342,22585,PACK OF 6 BIRDY GIFT TAGS,12,7/7/2011 16:59,1.25,14493.0,United Kingdom
573909,22430,ENAMEL WATERING CAN CREAM,2,11/1/2011 15:26,4.95,17813.0,United Kingdom
580272,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,12/2/2011 12:52,0.55,15547.0,United Kingdom
546762,20676,RED RETROSPOT BOWL,3,3/16/2011 14:12,1.25,17961.0,United Kingdom
565419,22768,FAMILY PHOTO FRAME CORNICE,2,9/4/2011 12:07,9.95,13808.0,United Kingdom
579187,48111,DOORMAT 3 SMILEY CATS,1,11/28/2011 15:31,15.79,,United Kingdom
552662,20712,JUMBO BAG WOODLAND ANIMALS,2,5/10/2011 15:04,4.13,,United Kingdom
544777,20829,GLITTER HANGING BUTTERFLY STRING,2,2/23/2011 12:00,2.1,15311.0,United Kingdom
579541,23332,IVORY WICKER HEART LARGE,2,11/30/2011 10:12,1.65,14653.0,United Kingdom
546421,21908,CHOCOLATE THIS WAY METAL SIGN,3,3/13/2011 11:21,2.1,13700.0,United Kingdom
541422,22715,CARD WEDDING DAY,1,1/17/2011 17:48,0.83,,United Kingdom
546622,21934,SKULL SHOULDER BAG,2,3/15/2011 11:30,1.65,17954.0,United Kingdom
562114,22884,NUMBER TILE VINTAGE FONT 5,1,8/2/2011 16:14,4.13,,United Kingdom
543357,22087,PAPER BUNTING WHITE LACE,6,2/7/2011 13:59,2.95,12388.0,Australia
560773,82567,"AIRLINE LOUNGE,METAL SIGN",3,7/20/2011 16:17,1.63,,United Kingdom
562454,23238,SET OF 4 KNICK KNACK TINS LONDON ,12,8/5/2011 10:31,4.15,15128.0,United Kingdom
580721,23533,WALL ART GARDEN HAVEN ,3,12/5/2011 16:57,1.95,15274.0,United Kingdom
554948,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,5/27/2011 14:29,3.75,14447.0,United Kingdom
540274,22791,T-LIGHT GLASS FLUTED ANTIQUE,36,1/6/2011 11:59,1.25,14618.0,United Kingdom
565129,22551,PLASTERS IN TIN SPACEBOY,2,9/1/2011 12:41,1.65,15719.0,United Kingdom
577530,22727,ALARM CLOCK BAKELIKE RED ,4,11/20/2011 13:48,3.75,14950.0,United Kingdom
571441,21212,PACK OF 72 RETROSPOT CAKE CASES,4,10/17/2011 13:31,1.25,14096.0,United Kingdom
560692,22094,RED RETROSPOT TISSUE BOX,2,7/20/2011 12:01,0.39,14704.0,United Kingdom
561894,22434,BALLOON PUMP WITH 10 BALLOONS,1,7/31/2011 15:00,1.95,14456.0,United Kingdom
577126,22366,DOORMAT AIRMAIL ,10,11/17/2011 19:22,7.08,12406.0,Denmark
536736,21703,BAG 125g SWIRLY MARBLES,192,12/2/2010 12:59,0.42,17381.0,United Kingdom
538076,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,12/9/2010 14:15,1.45,15311.0,United Kingdom
568200,23427,STOOL HOME SWEET HOME ,4,9/25/2011 14:58,10.4,16198.0,United Kingdom
545151,22536,MAGIC DRAWING SLATE PURDEY,48,2/28/2011 12:46,0.42,16668.0,United Kingdom
566602,22601,CHRISTMAS RETROSPOT ANGEL WOOD,3,9/13/2011 16:05,1.63,,United Kingdom
561331,22382,LUNCH BAG SPACEBOY DESIGN ,2,7/26/2011 14:24,1.65,16809.0,United Kingdom
562715,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,10,8/8/2011 15:34,1.63,,United Kingdom
568301,22079,RIBBON REEL HEARTS DESIGN ,5,9/26/2011 12:45,1.65,16383.0,United Kingdom
543530,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2/9/2011 12:46,4.13,,United Kingdom
576088,22730,ALARM CLOCK BAKELIKE IVORY,72,11/14/2011 8:41,4.18,17450.0,United Kingdom
581412,22201,FRYING PAN BLUE POLKADOT,2,12/8/2011 14:38,1.25,14415.0,United Kingdom
568949,85099F,JUMBO BAG STRAWBERRY,1,9/29/2011 15:13,4.13,,United Kingdom
573553,23245,SET OF 3 REGENCY CAKE TINS,4,10/31/2011 13:48,10.79,,United Kingdom
538187,22960,JAM MAKING SET WITH JARS,6,12/10/2010 10:27,4.25,16499.0,United Kingdom
565585,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,9/5/2011 13:22,1.25,16172.0,United Kingdom
571062,71038,WHITE HANGING BEADS CANDLE HOLDER,2,10/13/2011 14:37,5.45,16773.0,United Kingdom
536945,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,1,12/3/2010 12:24,1.95,14083.0,United Kingdom
553390,21917,SET 12 KIDS  WHITE CHALK STICKS,2,5/16/2011 16:41,0.42,17841.0,United Kingdom
567659,21499,BLUE POLKADOT WRAP,25,9/21/2011 14:55,0.42,17475.0,United Kingdom
580287,23482,PEARLISED IVORY HEART LARGE ,3,12/2/2011 13:28,1.65,14594.0,United Kingdom
541827,21318,GLASS CHALICE BLUE SMALL ,4,1/21/2011 17:05,3.29,,United Kingdom
578347,90197B,BLACK GLASS BRACELET W HEART CHARMS,1,11/24/2011 9:26,4.98,,United Kingdom
537640,22075,6 RIBBONS ELEGANT CHRISTMAS ,6,12/7/2010 15:31,4.21,,United Kingdom
553167,22383,LUNCH BAG SUKI DESIGN ,13,5/13/2011 16:19,4.96,,United Kingdom
