InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Month,Revenue
574733,23582,VINTAGE DOILY JUMBO BAG RED,20,2011-11-06T15:17:00.000Z,2.08,17082.0,United Kingdom,2011,November,41.6
571272,23079,TOADSTOOL BEDSIDE LIGHT,3,2011-10-16T12:19:00.000Z,8.95,13878.0,United Kingdom,2011,October,26.85
556517,23203,JUMBO BAG DOILEY PATTERNS,50,2011-06-13T10:52:00.000Z,2.08,12481.0,Germany,2011,June,104.0
564161,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-08-23T13:13:00.000Z,1.25,14523.0,United Kingdom,2011,August,15.0
578781,23352,ROLL WRAP 50'S RED CHRISTMAS,1,2011-11-25T11:54:00.000Z,1.25,15872.0,United Kingdom,2011,November,1.25
553658,22295,HEART FILIGREE DOVE LARGE,12,2011-05-18T11:42:00.000Z,1.65,16818.0,United Kingdom,2011,May,19.8
563354,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-08-15T14:35:00.000Z,1.49,15271.0,United Kingdom,2011,August,1.49
579666,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12,2011-11-30T12:31:00.000Z,0.83,14893.0,United Kingdom,2011,November,9.96
562369,22457,NATURAL SLATE HEART CHALKBOARD,12,2011-08-04T14:12:00.000Z,2.95,17584.0,United Kingdom,2011,August,35.4
575911,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-11T16:13:00.000Z,0.29,17314.0,United Kingdom,2011,November,6.96
551996,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-05-05T15:44:00.000Z,4.95,16628.0,United Kingdom,2011,May,14.85
573531,85019A,ROMANTIC IMAGES NOTEBOOK SET,48,2011-10-31T12:43:00.000Z,1.25,12909.0,United Kingdom,2011,October,60.0
567639,22302,COFFEE MUG PEARS  DESIGN,24,2011-09-21T14:07:00.000Z,2.55,15290.0,United Kingdom,2011,September,61.2
544191,21165,BEWARE OF THE CAT METAL SIGN,12,2011-02-16T16:57:00.000Z,1.69,13089.0,United Kingdom,2011,February,20.28
566726,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-09-14T13:12:00.000Z,6.95,15021.0,United Kingdom,2011,September,13.9
574536,22644,CERAMIC CHERRY CAKE MONEY BANK,2,2011-11-04T14:35:00.000Z,1.45,15707.0,United Kingdom,2011,November,2.9
545661,22621,TRADITIONAL KNITTING NANCY,12,2011-03-04T14:41:00.000Z,1.45,15358.0,United Kingdom,2011,March,17.4
C539667,22784,LANTERN CREAM GAZEBO,-1,2010-12-21T10:47:00.000Z,4.95,13148.0,United Kingdom,2010,December,-4.95
565865,22728,ALARM CLOCK BAKELIKE PINK,12,2011-09-07T15:07:00.000Z,3.75,12637.0,France,2011,September,45.0
561901,23166,MEDIUM CERAMIC TOP STORAGE JAR,288,2011-07-31T15:42:00.000Z,1.25,14156.0,EIRE,2011,July,360.0
550016,21389,IVORY HANGING DECORATION  BIRD,12,2011-04-14T10:54:00.000Z,0.85,15416.0,United Kingdom,2011,April,10.2
566290,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,1,2011-09-11T15:24:00.000Z,8.95,14456.0,United Kingdom,2011,September,8.95
566057,21159,MOODY BOY  DOOR HANGER,10,2011-09-08T15:16:00.000Z,0.39,17997.0,United Kingdom,2011,September,3.9
566315,22303,COFFEE MUG APPLES DESIGN,6,2011-09-12T10:01:00.000Z,2.55,15392.0,United Kingdom,2011,September,15.3
C558444,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,2011-06-29T13:29:00.000Z,1.79,15311.0,United Kingdom,2011,June,-1.79
581423,22853,CAT BOWL VINTAGE CREAM,12,2011-12-08T15:24:00.000Z,3.25,16688.0,United Kingdom,2011,December,39.0
564356,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-08-24T15:47:00.000Z,4.25,13969.0,United Kingdom,2011,August,4.25
580635,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2011-12-05T12:30:00.000Z,1.25,14649.0,United Kingdom,2011,December,1.25
556578,21206,STRAWBERRY HONEYCOMB  GARLAND,12,2011-06-13T14:13:00.000Z,1.65,12472.0,Germany,2011,June,19.8
569363,23283,DOORMAT VINTAGE LEAF,10,2011-10-03T15:08:00.000Z,7.08,13297.0,United Kingdom,2011,October,70.8
567656,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2011-09-21T14:40:00.000Z,1.25,14096.0,United Kingdom,2011,September,2.5
573083,22491,PACK OF 12 COLOURED PENCILS,6,2011-10-27T14:22:00.000Z,0.85,13735.0,United Kingdom,2011,October,5.1
576941,23213,STAR WREATH DECORATION WITH BELL,12,2011-11-17T11:34:00.000Z,1.25,12562.0,France,2011,November,15.0
558906,84660A,WHITE STITCHED WALL CLOCK,2,2011-07-04T16:35:00.000Z,0.79,15555.0,United Kingdom,2011,July,1.58
557264,35923,CANDY HEART HANGING DECORATION,12,2011-06-19T11:09:00.000Z,0.39,13618.0,United Kingdom,2011,June,4.68
538993,21820,GLITTER HEART GARLAND WITH BELLS,6,2010-12-15T12:01:00.000Z,3.75,15512.0,United Kingdom,2010,December,22.5
565198,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-09-01T16:18:00.000Z,3.75,16729.0,United Kingdom,2011,September,30.0
547102,48187,DOORMAT NEW ENGLAND,2,2011-03-21T10:41:00.000Z,7.95,14245.0,United Kingdom,2011,March,15.9
547866,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-03-27T13:21:00.000Z,0.42,14878.0,United Kingdom,2011,March,10.08
568204,23370,SET 36 COLOURING PENCILS DOILY,16,2011-09-25T15:25:00.000Z,1.25,13670.0,United Kingdom,2011,September,20.0
563842,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-08-19T13:54:00.000Z,2.95,13871.0,United Kingdom,2011,August,23.6
554823,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-05-26T14:20:00.000Z,3.29,16624.0,United Kingdom,2011,May,13.16
571908,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-10-19T14:56:00.000Z,1.06,15803.0,United Kingdom,2011,October,76.32
569897,22763,KEY CABINET MA CAMPAGNE,1,2011-10-06T16:01:00.000Z,9.95,17813.0,United Kingdom,2011,October,9.95
546133,23127,DOLLCRAFT GIRL NICOLE,4,2011-03-09T15:20:00.000Z,4.95,14291.0,United Kingdom,2011,March,19.8
574442,23458,DOLLY CABINET 3 DRAWERS,2,2011-11-04T11:40:00.000Z,14.95,12704.0,Finland,2011,November,29.9
545300,22567,20 DOLLY PEGS RETROSPOT,12,2011-03-01T12:24:00.000Z,1.25,15092.0,United Kingdom,2011,March,15.0
555815,22029,SPACEBOY BIRTHDAY CARD,12,2011-06-07T11:47:00.000Z,0.42,13089.0,United Kingdom,2011,June,5.04
572294,21980,PACK OF 12 RED RETROSPOT TISSUES,12,2011-10-23T13:10:00.000Z,0.39,13471.0,United Kingdom,2011,October,4.68
577495,22563,HAPPY STENCIL CRAFT,1,2011-11-20T12:20:00.000Z,1.25,14704.0,United Kingdom,2011,November,1.25
539211,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-16T12:15:00.000Z,1.25,16743.0,United Kingdom,2010,December,15.0
568659,23236,STORAGE TIN VINTAGE DOILY,6,2011-09-28T12:28:00.000Z,2.89,13516.0,United Kingdom,2011,September,17.34
537781,21985,PACK OF 12 HEARTS DESIGN TISSUES,1,2010-12-08T12:46:00.000Z,0.29,17341.0,United Kingdom,2010,December,0.29
562046,22334,DINOSAUR PARTY BAG + STICKER SET,8,2011-08-02T10:34:00.000Z,1.65,12378.0,Switzerland,2011,August,13.2
579103,20936,FORKED CACTUS CANDLE,1,2011-11-28T11:39:00.000Z,2.95,18041.0,United Kingdom,2011,November,2.95
554557,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-25T10:12:00.000Z,12.75,15804.0,United Kingdom,2011,May,12.75
550196,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-04-15T10:09:00.000Z,1.25,14796.0,United Kingdom,2011,April,2.5
546625,20770,ABSTRACT CIRCLE JOURNAL,1,2011-03-15T11:45:00.000Z,2.55,17542.0,United Kingdom,2011,March,2.55
579885,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-11-30T17:37:00.000Z,2.95,15444.0,United Kingdom,2011,November,2.95
546103,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-09T12:14:00.000Z,10.95,13093.0,United Kingdom,2011,March,175.2
555406,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,2011-06-02T19:50:00.000Z,3.25,17231.0,United Kingdom,2011,June,9.75
C566782,85163B,BLACK BAROQUE WALL CLOCK,-1,2011-09-15T10:12:00.000Z,12.75,16048.0,United Kingdom,2011,September,-12.75
565475,23205,CHARLOTTE BAG VINTAGE ALPHABET,100,2011-09-05T10:47:00.000Z,0.72,14156.0,EIRE,2011,September,72.0
575959,23323,WHITE WICKER STAR,4,2011-11-13T12:27:00.000Z,2.1,14547.0,United Kingdom,2011,November,8.4
571243,22492,MINI PAINT SET VINTAGE,36,2011-10-14T15:26:00.000Z,0.65,14595.0,United Kingdom,2011,October,23.4
544932,22410,MONEY BOX HOUSEKEEPING DESIGN,12,2011-02-25T08:14:00.000Z,1.25,16133.0,United Kingdom,2011,February,15.0
552853,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,3,2011-05-11T15:13:00.000Z,1.65,16712.0,United Kingdom,2011,May,4.95
565932,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-09-08T10:35:00.000Z,1.25,16418.0,United Kingdom,2011,September,7.5
564173,23298,SPOTTY BUNTING,6,2011-08-23T14:23:00.000Z,4.95,12567.0,France,2011,August,29.7
580054,22617,BAKING SET SPACEBOY DESIGN,2,2011-12-01T13:08:00.000Z,4.95,18122.0,United Kingdom,2011,December,9.9
577485,22556,PLASTERS IN TIN CIRCUS PARADE,2,2011-11-20T11:56:00.000Z,1.65,16360.0,United Kingdom,2011,November,3.3
546117,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2011-03-09T13:56:00.000Z,6.75,16771.0,United Kingdom,2011,March,6.75
572933,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-10-27T10:15:00.000Z,2.95,13458.0,United Kingdom,2011,October,17.7
573888,21982,PACK OF 12 SUKI TISSUES,24,2011-11-01T13:43:00.000Z,0.39,17696.0,United Kingdom,2011,November,9.36
569897,23298,SPOTTY BUNTING,1,2011-10-06T16:01:00.000Z,4.95,17813.0,United Kingdom,2011,October,4.95
558481,22191,IVORY DINER WALL CLOCK,2,2011-06-30T09:02:00.000Z,8.5,17675.0,United Kingdom,2011,June,17.0
556575,22863,SOAP DISH BROCANTE,4,2011-06-13T13:44:00.000Z,2.95,17027.0,United Kingdom,2011,June,11.8
554099,20725,LUNCH BAG RED RETROSPOT,10,2011-05-22T13:20:00.000Z,1.65,16341.0,United Kingdom,2011,May,16.5
573093,23343,JUMBO BAG VINTAGE CHRISTMAS,5,2011-10-27T14:38:00.000Z,2.08,18283.0,United Kingdom,2011,October,10.4
571328,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-10-17T11:27:00.000Z,1.65,12473.0,Germany,2011,October,19.8
541206,22367,CHILDRENS APRON SPACEBOY DESIGN,100,2011-01-14T12:24:00.000Z,1.65,14646.0,Netherlands,2011,January,165.0
576933,23380,PACK OF 12 VINTAGE DOILY TISSUES,2,2011-11-17T11:29:00.000Z,0.39,15529.0,United Kingdom,2011,November,0.78
538205,22228,BUNNY WOODEN PAINTED WITH BIRD,1,2010-12-10T11:24:00.000Z,0.85,12748.0,United Kingdom,2010,December,0.85
537372,85099B,JUMBO BAG RED RETROSPOT,1,2010-12-06T12:52:00.000Z,1.95,16919.0,United Kingdom,2010,December,1.95
555558,22383,LUNCH BAG SUKI DESIGN,2,2011-06-05T14:06:00.000Z,1.65,14159.0,United Kingdom,2011,June,3.3
563580,22082,RIBBON REEL STRIPES DESIGN,1,2011-08-17T15:53:00.000Z,1.65,16706.0,United Kingdom,2011,August,1.65
569868,23535,WALL ART BICYCLE SAFETY,4,2011-10-06T14:59:00.000Z,5.95,13018.0,United Kingdom,2011,October,23.8
573330,21115,ROSE CARAVAN DOORSTOP,2,2011-10-30T11:22:00.000Z,6.75,16923.0,United Kingdom,2011,October,13.5
546108,22995,TRAVEL CARD WALLET SUKI,5,2011-03-09T12:35:00.000Z,0.42,15529.0,United Kingdom,2011,March,2.1
538558,22378,WALL TIDY RETROSPOT,20,2010-12-13T10:58:00.000Z,0.85,13069.0,United Kingdom,2010,December,17.0
547513,23177,TREASURE ISLAND BOOK BOX,8,2011-03-23T13:59:00.000Z,2.25,17519.0,United Kingdom,2011,March,18.0
574863,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,2011-11-07T12:29:00.000Z,0.42,15719.0,United Kingdom,2011,November,0.84
537418,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2010-12-06T15:13:00.000Z,0.42,17884.0,United Kingdom,2010,December,0.42
567849,23353,6 GIFT TAGS VINTAGE CHRISTMAS,3,2011-09-22T13:15:00.000Z,0.83,15571.0,United Kingdom,2011,September,2.49
577554,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-11-20T15:35:00.000Z,1.25,15533.0,United Kingdom,2011,November,3.75
570713,23170,REGENCY TEA PLATE ROSES,12,2011-10-12T10:18:00.000Z,1.65,17064.0,United Kingdom,2011,October,19.8
536537,21694,SMALL REGAL  SILVER CANDLEPOT,12,2010-12-01T13:51:00.000Z,2.95,15922.0,United Kingdom,2010,December,35.4
C576561,23089,GLASS BON BON JAR,-1,2011-11-15T13:22:00.000Z,1.65,15311.0,United Kingdom,2011,November,-1.65
570675,23309,SET OF 60 I LOVE LONDON CAKE CASES,24,2011-10-11T15:03:00.000Z,0.55,13690.0,United Kingdom,2011,October,13.2
579129,22798,ANTIQUE GLASS DRESSING TABLE POT,2,2011-11-28T12:31:00.000Z,2.95,17852.0,United Kingdom,2011,November,5.9
575017,23323,WHITE WICKER STAR,3,2011-11-08T11:25:00.000Z,2.1,17219.0,United Kingdom,2011,November,6.3
580808,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-12-06T11:24:00.000Z,0.83,16133.0,United Kingdom,2011,December,6.64
547083,22854,CREAM SWEETHEART EGG HOLDER,1,2011-03-20T15:21:00.000Z,4.95,15452.0,United Kingdom,2011,March,4.95
552563,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-05-10T11:54:00.000Z,0.65,17597.0,United Kingdom,2011,May,10.4
571213,23388,WOODLAND MINI BACKPACK,4,2011-10-14T12:55:00.000Z,4.15,13995.0,United Kingdom,2011,October,16.6
579459,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,24,2011-11-29T14:38:00.000Z,2.55,17173.0,United Kingdom,2011,November,61.2
561885,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,2011-07-31T13:13:00.000Z,2.55,15532.0,United Kingdom,2011,July,2.55
570717,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2011-10-12T10:35:00.000Z,3.75,17173.0,United Kingdom,2011,October,45.0
552472,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-05-09T15:48:00.000Z,3.75,16503.0,United Kingdom,2011,May,15.0
562968,22629,SPACEBOY LUNCH BOX,12,2011-08-11T10:55:00.000Z,1.95,14291.0,United Kingdom,2011,August,23.4
545323,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-03-01T14:57:00.000Z,4.95,12352.0,Norway,2011,March,14.85
558196,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-06-27T12:38:00.000Z,2.25,16033.0,United Kingdom,2011,June,2.25
564353,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-08-24T15:08:00.000Z,1.65,15764.0,United Kingdom,2011,August,19.8
542227,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-01-26T13:33:00.000Z,1.45,14243.0,United Kingdom,2011,January,17.4
538514,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2010-12-12T14:27:00.000Z,2.95,15044.0,United Kingdom,2010,December,29.5
537211,22470,HEART OF WICKER LARGE,40,2010-12-05T15:18:00.000Z,2.55,16143.0,United Kingdom,2010,December,102.0
560929,21137,BLACK RECORD COVER FRAME,12,2011-07-22T10:06:00.000Z,3.75,16866.0,United Kingdom,2011,July,45.0
555853,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2,2011-06-07T13:44:00.000Z,4.25,14375.0,United Kingdom,2011,June,8.5
565967,22467,GUMBALL COAT RACK,36,2011-09-08T11:27:00.000Z,2.1,14646.0,Netherlands,2011,September,75.6
580727,22990,COTTON APRON PANTRY DESIGN,1,2011-12-05T17:17:00.000Z,10.79,14096.0,United Kingdom,2011,December,10.79
553347,85066,CREAM SWEETHEART MINI CHEST,2,2011-05-16T12:59:00.000Z,12.75,14755.0,United Kingdom,2011,May,25.5
570791,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,2011-10-12T11:58:00.000Z,1.25,17346.0,United Kingdom,2011,October,1.25
549789,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-04-12T12:00:00.000Z,1.25,17160.0,United Kingdom,2011,April,15.0
545901,22312,OFFICE MUG WARMER POLKADOT,2,2011-03-07T17:52:00.000Z,2.95,15834.0,United Kingdom,2011,March,5.9
559129,84663A,GRASS HOPPER WOODEN WALL CLOCK,10,2011-07-06T12:50:00.000Z,0.79,17705.0,United Kingdom,2011,July,7.9
C538085,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-09T14:43:00.000Z,2.1,16350.0,United Kingdom,2010,December,-2.1
550522,21892,TRADITIONAL WOODEN CATCH CUP GAME,12,2011-04-19T10:04:00.000Z,1.25,12947.0,United Kingdom,2011,April,15.0
571696,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-10-18T14:47:00.000Z,1.65,15604.0,United Kingdom,2011,October,19.8
561648,22469,HEART OF WICKER SMALL,3,2011-07-28T15:21:00.000Z,1.65,15746.0,United Kingdom,2011,July,4.95
566564,22631,CIRCUS PARADE LUNCH BOX,1,2011-09-13T12:26:00.000Z,1.95,15522.0,United Kingdom,2011,September,1.95
565225,21288,STRIPEY CHOCOLATE NESTING BOXES,24,2011-09-01T19:34:00.000Z,2.55,16808.0,United Kingdom,2011,September,61.2
565916,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-07T16:00:00.000Z,0.83,14156.0,EIRE,2011,September,6.64
547361,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2011-03-22T12:31:00.000Z,1.49,15298.0,United Kingdom,2011,March,17.88
543001,85130C,BEADED CRYSTAL HEART BLUE  LARGE,12,2011-02-02T12:26:00.000Z,1.65,14127.0,United Kingdom,2011,February,19.8
549099,22115,METAL SIGN EMPIRE TEA,1,2011-04-06T11:07:00.000Z,2.95,16241.0,United Kingdom,2011,April,2.95
552310,22440,BALLOON WATER BOMB PACK OF 35,10,2011-05-08T15:22:00.000Z,0.42,17323.0,United Kingdom,2011,May,4.2
552651,21864,UNION JACK FLAG PASSPORT COVER,2,2011-05-10T14:09:00.000Z,2.1,16431.0,United Kingdom,2011,May,4.2
557849,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-06-23T10:52:00.000Z,8.25,17613.0,United Kingdom,2011,June,16.5
572552,21791,VINTAGE HEADS AND TAILS CARD GAME,2,2011-10-24T17:07:00.000Z,2.46,14096.0,United Kingdom,2011,October,4.92
569739,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-10-06T10:48:00.000Z,0.29,14911.0,EIRE,2011,October,6.96
551414,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-04-28T13:35:00.000Z,1.25,15622.0,United Kingdom,2011,April,12.5
580384,23355,HOT WATER BOTTLE KEEP CALM,2,2011-12-04T10:10:00.000Z,4.95,17243.0,United Kingdom,2011,December,9.9
550183,21498,RED RETROSPOT WRAP,25,2011-04-14T17:58:00.000Z,0.42,14105.0,United Kingdom,2011,April,10.5
564648,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-08-26T14:04:00.000Z,1.25,15641.0,United Kingdom,2011,August,15.0
539326,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2010-12-17T09:22:00.000Z,3.75,14560.0,United Kingdom,2010,December,15.0
561363,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-07-26T15:42:00.000Z,1.65,17238.0,United Kingdom,2011,July,4.95
561884,23147,SINGLE ANTIQUE ROSE HOOK IVORY,1,2011-07-31T13:07:00.000Z,1.45,15453.0,United Kingdom,2011,July,1.45
544586,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-02-21T15:04:00.000Z,4.95,17338.0,United Kingdom,2011,February,9.9
547644,22055,MINI CAKE STAND  HANGING STRAWBERY,16,2011-03-24T11:38:00.000Z,1.65,14267.0,United Kingdom,2011,March,26.4
567342,POST,POSTAGE,1,2011-09-19T15:04:00.000Z,10.0,16235.0,United Kingdom,2011,September,10.0
559342,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-07-07T16:59:00.000Z,1.25,14493.0,United Kingdom,2011,July,15.0
573909,22430,ENAMEL WATERING CAN CREAM,2,2011-11-01T15:26:00.000Z,4.95,17813.0,United Kingdom,2011,November,9.9
580272,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-12-02T12:52:00.000Z,0.55,15547.0,United Kingdom,2011,December,0.55
546762,20676,RED RETROSPOT BOWL,3,2011-03-16T14:12:00.000Z,1.25,17961.0,United Kingdom,2011,March,3.75
565419,22768,FAMILY PHOTO FRAME CORNICE,2,2011-09-04T12:07:00.000Z,9.95,13808.0,United Kingdom,2011,September,19.9
544777,20829,GLITTER HANGING BUTTERFLY STRING,2,2011-02-23T12:00:00.000Z,2.1,15311.0,United Kingdom,2011,February,4.2
579541,23332,IVORY WICKER HEART LARGE,2,2011-11-30T10:12:00.000Z,1.65,14653.0,United Kingdom,2011,November,3.3
546421,21908,CHOCOLATE THIS WAY METAL SIGN,3,2011-03-13T11:21:00.000Z,2.1,13700.0,United Kingdom,2011,March,6.3
546622,21934,SKULL SHOULDER BAG,2,2011-03-15T11:30:00.000Z,1.65,17954.0,United Kingdom,2011,March,3.3
543357,22087,PAPER BUNTING WHITE LACE,6,2011-02-07T13:59:00.000Z,2.95,12388.0,Australia,2011,February,17.7
562454,23238,SET OF 4 KNICK KNACK TINS LONDON,12,2011-08-05T10:31:00.000Z,4.15,15128.0,United Kingdom,2011,August,49.8
580721,23533,WALL ART GARDEN HAVEN,3,2011-12-05T16:57:00.000Z,1.95,15274.0,United Kingdom,2011,December,5.85
554948,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-05-27T14:29:00.000Z,3.75,14447.0,United Kingdom,2011,May,15.0
540274,22791,T-LIGHT GLASS FLUTED ANTIQUE,36,2011-01-06T11:59:00.000Z,1.25,14618.0,United Kingdom,2011,January,45.0
565129,22551,PLASTERS IN TIN SPACEBOY,2,2011-09-01T12:41:00.000Z,1.65,15719.0,United Kingdom,2011,September,3.3
577530,22727,ALARM CLOCK BAKELIKE RED,4,2011-11-20T13:48:00.000Z,3.75,14950.0,United Kingdom,2011,November,15.0
571441,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-10-17T13:31:00.000Z,1.25,14096.0,United Kingdom,2011,October,5.0
560692,22094,RED RETROSPOT TISSUE BOX,2,2011-07-20T12:01:00.000Z,0.39,14704.0,United Kingdom,2011,July,0.78
561894,22434,BALLOON PUMP WITH 10 BALLOONS,1,2011-07-31T15:00:00.000Z,1.95,14456.0,United Kingdom,2011,July,1.95
577126,22366,DOORMAT AIRMAIL,10,2011-11-17T19:22:00.000Z,7.08,12406.0,Denmark,2011,November,70.8
536736,21703,BAG 125g SWIRLY MARBLES,192,2010-12-02T12:59:00.000Z,0.42,17381.0,United Kingdom,2010,December,80.64
538076,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2010-12-09T14:15:00.000Z,1.45,15311.0,United Kingdom,2010,December,1.45
568200,23427,STOOL HOME SWEET HOME,4,2011-09-25T14:58:00.000Z,10.4,16198.0,United Kingdom,2011,September,41.6
545151,22536,MAGIC DRAWING SLATE PURDEY,48,2011-02-28T12:46:00.000Z,0.42,16668.0,United Kingdom,2011,February,20.16
561331,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-07-26T14:24:00.000Z,1.65,16809.0,United Kingdom,2011,July,3.3
568301,22079,RIBBON REEL HEARTS DESIGN,5,2011-09-26T12:45:00.000Z,1.65,16383.0,United Kingdom,2011,September,8.25
576088,22730,ALARM CLOCK BAKELIKE IVORY,72,2011-11-14T08:41:00.000Z,4.18,17450.0,United Kingdom,2011,November,300.96
581412,22201,FRYING PAN BLUE POLKADOT,2,2011-12-08T14:38:00.000Z,1.25,14415.0,United Kingdom,2011,December,2.5
538187,22960,JAM MAKING SET WITH JARS,6,2010-12-10T10:27:00.000Z,4.25,16499.0,United Kingdom,2010,December,25.5
565585,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,2011-09-05T13:22:00.000Z,1.25,16172.0,United Kingdom,2011,September,15.0
571062,71038,WHITE HANGING BEADS CANDLE HOLDER,2,2011-10-13T14:37:00.000Z,5.45,16773.0,United Kingdom,2011,October,10.9
536945,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,1,2010-12-03T12:24:00.000Z,1.95,14083.0,United Kingdom,2010,December,1.95
553390,21917,SET 12 KIDS  WHITE CHALK STICKS,2,2011-05-16T16:41:00.000Z,0.42,17841.0,United Kingdom,2011,May,0.84
567659,21499,BLUE POLKADOT WRAP,25,2011-09-21T14:55:00.000Z,0.42,17475.0,United Kingdom,2011,September,10.5
580287,23482,PEARLISED IVORY HEART LARGE,3,2011-12-02T13:28:00.000Z,1.65,14594.0,United Kingdom,2011,December,4.95
573383,23084,RABBIT NIGHT LIGHT,6,2011-10-30T14:18:00.000Z,2.08,17447.0,United Kingdom,2011,October,12.48
547837,22241,GARLAND WOODEN HAPPY EASTER,12,2011-03-27T10:26:00.000Z,1.25,17243.0,United Kingdom,2011,March,15.0
552259,35095B,RED VICTORIAN FABRIC OVAL BOX,2,2011-05-08T11:13:00.000Z,0.42,15796.0,United Kingdom,2011,May,0.84
551184,21231,SWEETHEART CERAMIC TRINKET BOX,144,2011-04-27T09:03:00.000Z,1.06,18220.0,United Kingdom,2011,April,152.64
554139,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-05-23T10:34:00.000Z,0.65,14911.0,EIRE,2011,May,7.8
569910,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-10-06T16:47:00.000Z,2.95,17139.0,United Kingdom,2011,October,17.7
545697,22497,SET OF 2 TINS VINTAGE BATHROOM,1,2011-03-06T14:38:00.000Z,4.25,14504.0,United Kingdom,2011,March,4.25
560732,23280,FOLDING BUTTERFLY MIRROR HOT PINK,2,2011-07-20T14:55:00.000Z,0.83,14056.0,United Kingdom,2011,July,1.66
572755,22936,BAKING MOULD ROSE WHITE CHOCOLATE,2,2011-10-25T17:31:00.000Z,3.25,13601.0,United Kingdom,2011,October,6.5
568593,35970,ZINC FOLKART SLEIGH BELLS,12,2011-09-28T10:54:00.000Z,1.69,13988.0,United Kingdom,2011,September,20.28
576508,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2011-11-15T12:02:00.000Z,0.29,17777.0,United Kingdom,2011,November,0.29
561894,23028,DRAWER KNOB CRACKLE GLAZE BLUE,1,2011-07-31T15:00:00.000Z,1.65,14456.0,United Kingdom,2011,July,1.65
